           4 240
           n s p e
           1        5.114746        5.029297    0.000000E+00
           2        5.114746        5.026855    0.000000E+00
           3        5.100098        5.029297        5.002441
           4        5.068359        5.029297        5.002441
           5        5.024414        5.026855        5.002441
           6        4.973145        5.026855        5.000000
           7        4.921875        5.026855        5.002441
           8        4.868164        5.026855        5.002441
           9        4.812012        5.029297        5.002441
          10        4.755859        5.024414        5.002441
          11        4.699707        5.026855        5.002441
          12        4.648438        5.026855        5.000000
          13        4.597168        5.026855        5.002441
          14        4.545898        5.026855        5.000000
          15        4.497070        5.029297        5.002441
          16        4.448242        5.026855        5.002441
          17        4.401855        5.026855        5.002441
          18        4.355469        5.029297        5.000000
          19        4.309082        5.026855        5.000000
          20        4.267578        5.026855        5.002441
          21        4.226074        5.029297        5.000000
          22        4.184570        5.026855        5.002441
          23        4.143066        5.026855        5.002441
          24        4.104004        5.029297        5.002441
          25        4.067383        5.026855        5.000000
          26        4.030762        5.029297        5.002441
          27        3.991699        5.026855        5.000000
          28        3.957520        5.026855        5.000000
          29        3.923340        5.029297        5.002441
          30        3.889160        5.029297        5.002441
          31        3.857422        5.026855        5.002441
          32        3.825684        5.026855        5.000000
          33        3.796387        5.026855        5.002441
          34        3.764648        5.026855        5.002441
          35        3.735352        5.024414        5.002441
          36        3.708496        5.026855        5.002441
          37        3.676758        5.029297        5.000000
          38        3.649902        5.026855        5.000000
          39        3.625488        5.026855        5.002441
          40        3.601074        5.026855        5.002441
          41        3.574219        5.026855        5.002441
          42        3.549805        5.026855        5.000000
          43        3.527832        5.029297        5.002441
          44        3.503418        5.026855        5.002441
          45        3.481445        5.026855        5.002441
          46        3.459473        5.026855        5.000000
          47        3.437500        5.029297        5.002441
          48        3.417969        5.029297        5.000000
          49        3.395996        5.029297        5.000000
          50        3.378906        5.024414        5.002441
          51        3.359375        5.026855        5.000000
          52        3.339844        5.029297        5.002441
          53        3.322754        5.029297        5.000000
          54        3.303223        5.026855        5.002441
          55        3.286133        5.026855        5.000000
          56        3.269043        5.026855        5.000000
          57        3.254395        5.026855        5.002441
          58        3.237305        5.026855        5.000000
          59        3.222656        5.029297        5.000000
          60        3.208008        5.029297        5.004883
          61        3.193359        5.029297        5.002441
          62        3.176270        5.026855        5.000000
          63        3.166504        5.026855        5.002441
          64        3.149414        5.029297        5.002441
          65        3.137207        5.029297        5.002441
          66        3.125000        5.029297        5.000000
          67        3.112793        5.029297        5.002441
          68        3.098145        5.029297        5.000000
          69        3.088379        5.026855        5.002441
          70        3.076172        5.029297        5.002441
          71        3.063965        5.026855        5.000000
          72        3.054199        5.026855        5.000000
          73        3.041992        5.029297        5.002441
          74        3.032227        5.026855        5.000000
          75        3.022461        5.029297        5.002441
          76        3.012695        5.026855        5.000000
          77        3.002930        5.026855        5.000000
          78        2.993164        5.026855        5.000000
          79        2.985840        5.026855        5.002441
          80        2.976074        5.026855        5.002441
          81        2.968750        5.026855        5.002441
          82        2.958984        5.026855        5.002441
          83        2.951660        5.026855        5.002441
          84        2.944336        5.026855        5.002441
          85        2.934570        5.026855        5.002441
          86        2.927246        5.029297        5.002441
          87        2.919922        5.026855        5.002441
          88        2.912598        5.029297        5.000000
          89        2.905273        5.026855        5.002441
          90        2.897949        5.029297        5.002441
          91        2.893066        5.029297        5.002441
          92        2.885742        5.026855        5.000000
          93        2.878418        5.029297        5.000000
          94        2.873535        5.026855        5.002441
          95        2.868652        5.029297        5.000000
          96        2.861328        5.029297        5.000000
          97        2.856445        5.026855        5.000000
          98        2.851563        5.029297        5.000000
          99        2.844238        5.026855        5.000000
         100        2.839355        5.026855        5.000000
         101        2.834473        5.026855        5.002441
         102        2.829590        5.026855        5.000000
         103        2.824707        5.029297        5.004883
         104        2.819824        5.029297        5.000000
