        2 192
        a b
        2.013159        2.371798
        1.693335        2.080294
        1.471167        1.489731
        1.312475        1.310992
        1.197729        1.199890
        1.119604        1.119213
    5.702877E-01        1.064772
    9.665489E-02    6.271280E-01
   -2.378182E-01   -2.034963E-01
   -4.746342E-01   -4.698039E-01
   -6.430912E-01   -6.358274E-01
   -7.627202E-01   -7.540098E-01
   -3.550053E-01   -8.376164E-01
    1.852989E-02   -4.999906E-01
    2.797599E-01    2.604366E-01
   -2.541518E-02    4.751452E-01
   -3.232672E-01    2.093686E-01
   -5.356693E-01   -4.976934E-01
   -1.938722E-01   -6.786736E-01
    1.308348E-01   -3.870057E-01
    3.603268E-01    3.389813E-01
    5.214598E-01    5.317391E-01
    6.386468E-01    6.445608E-01
    7.216549E-01    7.273434E-01
    2.895257E-01    7.852618E-01
   -1.035402E-01    4.303814E-01
   -3.794193E-01   -3.439950E-01
   -8.400917E-02   -5.693594E-01
    2.089598E-01   -3.100850E-01
    4.164789E-01    3.937879E-01
    5.654049E-01    5.711939E-01
    6.679437E-01    6.758120E-01
    7.411857E-01    7.473912E-01
    7.948968E-01    7.991055E-01
    8.290768E-01    8.366771E-01
    8.559318E-01    8.602129E-01
    8.779049E-01    8.793207E-01
    8.901117E-01    8.950382E-01
    8.974357E-01    9.032417E-01
    4.140377E-01    9.082369E-01
   -1.076722E-02    5.176782E-01
   -3.159432E-01   -2.784671E-01
   -3.762221E-02   -5.247932E-01
    2.406979E-01   -2.773925E-01
    4.384518E-01    4.162204E-01
    8.933067E-02    5.868641E-01
   -2.451422E-01    2.900849E-01
   -4.795172E-01   -4.432524E-01
   -1.548102E-01   -6.389198E-01
    1.576898E-01   -3.593758E-01
    3.822987E-01    3.580420E-01
    4.538488E-02    5.474751E-01
   -2.744393E-01    2.588137E-01
   -4.990482E-01   -4.638983E-01
   -6.626222E-01   -6.525037E-01
   -7.749273E-01   -7.676213E-01
   -8.554943E-01   -8.462822E-01
   -9.140872E-01   -9.028957E-01
   -9.555912E-01   -9.447348E-01
   -9.751222E-01   -9.732750E-01
   -5.088143E-01   -9.858865E-01
   -9.377527E-02   -6.082023E-01
    2.016349E-01    1.813433E-01
   -7.912612E-02    4.205214E-01
   -3.623292E-01    1.718833E-01
   -5.649662E-01   -5.251877E-01
   -7.065682E-01   -6.993860E-01
   -8.066652E-01   -7.984605E-01
   -8.774662E-01   -8.686180E-01
   -4.380133E-01   -9.182467E-01
   -4.250526E-02   -5.583909E-01
    2.382557E-01    2.174076E-01
    4.360099E-01    4.462289E-01
    5.776117E-01    5.847583E-01
    6.801507E-01    6.844972E-01
    7.485099E-01    7.563456E-01
    7.997799E-01    8.038018E-01
    8.364007E-01    8.400489E-01
    3.700917E-01    8.657564E-01
   -4.494715E-02    4.867918E-01
   -3.379152E-01   -3.027536E-01
   -5.454352E-01   -5.399613E-01
   -6.943612E-01   -6.860539E-01
   -7.993412E-01   -7.901130E-01
   -8.725833E-01   -8.636228E-01
   -9.262942E-01   -9.148554E-01
   -9.604743E-01   -9.527063E-01
   -9.726812E-01   -9.762618E-01
   -9.751222E-01   -9.835514E-01
   -9.751222E-01   -9.852048E-01
   -9.751222E-01   -9.847621E-01
   -9.726812E-01   -9.844437E-01
   -9.726812E-01   -9.824547E-01
   -5.136971E-01   -9.826375E-01
   -9.377527E-02   -6.123245E-01
    2.016349E-01    1.817089E-01
    4.115958E-01    4.205214E-01
    5.605218E-01    5.678027E-01
    6.679437E-01    6.725368E-01
    2.480218E-01    7.477763E-01
   -1.303961E-01    4.009170E-01
   -3.989513E-01   -3.625553E-01
   -5.893803E-01   -5.828083E-01
   -7.236583E-01   -7.163416E-01
   -8.188722E-01   -8.104210E-01
   -3.940682E-01   -8.768883E-01
   -1.076722E-02   -5.273030E-01
    2.602289E-01    2.397240E-01
   -3.762221E-02    4.615808E-01
   -3.330333E-01    2.009821E-01
   -5.429943E-01   -5.046588E-01
   -1.987553E-01   -6.838522E-01
    1.283927E-01   -3.903970E-01
    3.603268E-01    3.376755E-01
    5.239007E-01    5.319414E-01
    6.410878E-01    6.465302E-01
    7.216549E-01    7.288310E-01
    2.895257E-01    7.850596E-01
   -9.865832E-02    4.303814E-01
   -3.745372E-01   -3.400563E-01
   -8.156824E-02   -5.654870E-01
    2.138417E-01   -3.081628E-01
    4.189208E-01    3.978623E-01
    5.654049E-01    5.728180E-01
    6.703849E-01    6.756291E-01
    7.436278E-01    7.493608E-01
    7.973378E-01    8.005940E-01
    8.339598E-01    8.384441E-01
    8.608148E-01    8.642688E-01
    8.779049E-01    8.829144E-01
    8.925529E-01    8.946727E-01
    9.023187E-01    9.052113E-01
    4.164789E-01    9.119937E-01
   -1.076722E-02    5.192822E-01
   -3.110602E-01   -2.786499E-01
   -3.518128E-02   -5.208535E-01
