           0          50
        5.024414    0.000000E+00
        4.589844        3.750000
        4.453125        1.757813
        4.487305    9.985352E-01
        4.509277        1.147461
        4.509277        1.274414
        4.501953        1.291504
        4.501953        1.259766
        4.501953        1.264648
        4.499512        1.269531
        4.501953        1.254883
        4.499512        1.271973
        4.499512        1.259766
        4.501953        1.254883
        4.499512        1.271973
        4.499512        1.259766
        4.499512        1.259766
        4.501953        1.259766
        4.499512        1.276855
        4.499512        1.264648
        4.499512        1.264648
        4.499512        1.264648
        4.499512        1.264648
        4.499512        1.264648
        4.497070        1.264648
        4.501953        1.247559
        4.499512        1.276855
        4.501953        1.264648
        4.499512        1.281738
        4.497070        1.250000
        4.499512        1.252441
        4.501953        1.262207
        4.497070        1.279297
        4.499512        1.247559
        4.501953        1.257324
        4.499512        1.274414
        4.499512        1.262207
        4.499512        1.262207
        4.499512        1.262207
        4.501953        1.262207
        4.499512        1.279297
        4.499512        1.267090
        4.499512        1.267090
        4.499512        1.264648
        4.499512        1.262207
        4.499512        1.262207
        4.497070        1.259766
        4.501953        1.242676
        4.501953        1.271973
        4.497070        1.274414
