 2 300    
 uuu yyy 
    0.000000E+00    0.000000E+00
    0.000000E+00    0.000000E+00
    0.000000E+00    0.000000E+00
       -1.000000    0.000000E+00
       -1.000000   -2.200000E-01
       -1.000000   -3.400000E-01
       -1.000000   -4.072000E-01
        1.000000   -4.456000E-01
        1.000000   -2.787200E-02
        1.000000    1.990720E-01
        1.000000    3.257613E-01
       -1.000000    3.979840E-01
       -1.000000   -1.987324E-04
       -1.000000   -2.157149E-01
       -1.000000   -3.356672E-01
        1.000000   -4.038956E-01
        1.000000   -3.335492E-03
        1.000000    2.135995E-01
        1.000000    3.344000E-01
       -1.000000    4.031361E-01
       -1.000000    2.880113E-03
       -1.000000   -2.138726E-01
       -1.000000   -3.345638E-01
        1.000000   -4.032344E-01
        1.000000   -2.939061E-03
        1.000000    2.138372E-01
        1.000000    3.345425E-01
        1.000000    4.032216E-01
        1.000000    4.429314E-01
        1.000000    4.661582E-01
        1.000000    4.798547E-01
       -1.000000    4.879767E-01
       -1.000000    5.281158E-02
       -1.000000   -1.843028E-01
       -1.000000   -3.169776E-01
       -1.000000   -3.927449E-01
       -1.000000   -4.366703E-01
       -1.000000   -4.624115E-01
       -1.000000   -4.776106E-01
        1.000000   -4.866319E-01
        1.000000   -5.200532E-02
        1.000000    1.847863E-01
        1.000000    3.172676E-01
        1.000000    3.929189E-01
        1.000000    4.367747E-01
        1.000000    4.624741E-01
        1.000000    4.776482E-01
       -1.000000    4.866544E-01
       -1.000000    5.201886E-02
       -1.000000   -1.847782E-01
       -1.000000   -3.172627E-01
        1.000000   -3.929159E-01
        1.000000    3.227114E-03
        1.000000    2.175269E-01
        1.000000    3.367524E-01
        1.000000    4.045460E-01
        1.000000    4.437254E-01
        1.000000    4.666343E-01
        1.000000    4.801402E-01
        1.000000    4.881480E-01
        1.000000    4.929143E-01
        1.000000    4.957588E-01
        1.000000    4.974594E-01
       -1.000000    4.984773E-01
       -1.000000    5.908700E-02
       -1.000000   -1.805475E-01
       -1.000000   -3.147284E-01
        1.000000   -3.913970E-01
        1.000000    4.137817E-03
        1.000000    2.180731E-01
        1.000000    3.370800E-01
        1.000000    4.047424E-01
        1.000000    4.438432E-01
        1.000000    4.667051E-01
        1.000000    4.801827E-01
       -1.000000    4.881735E-01
       -1.000000    5.292961E-02
       -1.000000   -1.842320E-01
       -1.000000   -3.169351E-01
        1.000000   -3.927194E-01
        1.000000    3.344980E-03
        1.000000    2.175976E-01
        1.000000    3.367949E-01
       -1.000000    4.045714E-01
       -1.000000    3.740651E-03
       -1.000000   -2.133565E-01
       -1.000000   -3.342542E-01
       -1.000000   -4.030487E-01
       -1.000000   -4.428276E-01
       -1.000000   -4.660960E-01
       -1.000000   -4.798173E-01
        1.000000   -4.879543E-01
        1.000000   -5.279813E-02
        1.000000    1.843109E-01
        1.000000    3.169824E-01
       -1.000000    3.927478E-01
       -1.000000   -3.327959E-03
       -1.000000   -2.175874E-01
       -1.000000   -3.367887E-01
       -1.000000   -4.045677E-01
       -1.000000   -4.437384E-01
       -1.000000   -4.666422E-01
       -1.000000   -4.801449E-01
        1.000000   -4.881508E-01
        1.000000   -5.291605E-02
        1.000000    1.842401E-01
        1.000000    3.169400E-01
        1.000000    3.927224E-01
        1.000000    4.366568E-01
        1.000000    4.624034E-01
        1.000000    4.776058E-01
        1.000000    4.866290E-01
        1.000000    4.920036E-01
        1.000000    4.952126E-01
        1.000000    4.971318E-01
       -1.000000    4.982808E-01
       -1.000000    5.896914E-02
       -1.000000   -1.806182E-01
       -1.000000   -3.147708E-01
       -1.000000   -3.914225E-01
       -1.000000   -4.358774E-01
       -1.000000   -4.619361E-01
       -1.000000   -4.773255E-01
       -1.000000   -4.864608E-01
       -1.000000   -4.919027E-01
       -1.000000   -4.951521E-01
       -1.000000   -4.970954E-01
        1.000000   -4.982589E-01
        1.000000   -5.895605E-02
        1.000000    1.806261E-01
        1.000000    3.147756E-01
       -1.000000    3.914253E-01
       -1.000000   -4.120850E-03
       -1.000000   -2.180629E-01
       -1.000000   -3.370739E-01
        1.000000   -4.047388E-01
        1.000000   -3.841051E-03
