           4 195
n s p e
           1        5.119629        5.029297    2.441406E-03
           1        5.119629        5.029297    0.000000E+00
           1        5.119629        5.029297    0.000000E+00
           2        4.758301        5.031738        2.937012
           2        4.438477        5.029297        2.937012
           2        4.216309        5.026855        2.934570
           3        4.057617        5.029297        2.934570
           3        3.942871        5.029297        2.934570
           3        3.864746        5.029297        2.937012
           4        3.315430        5.029297        6.936035
           4        2.841797        5.029297        6.936035
           4        2.507324        5.029297        6.936035
           5        2.270508        5.029297        6.936035
           5        2.102051        5.029297        6.933594
           5        1.982422        5.031738        6.936035
           6        2.390137        5.029297        2.937012
           6        2.763672        5.031738        2.937012
           6        3.024902        5.029297        2.937012
           7        2.719727        5.029297        6.936035
           7        2.421875        5.029297        6.936035
           7        2.209473        5.029297        6.936035
           8        2.551270        5.031738        2.937012
           8        2.875977        5.029297        2.937012
           8        3.105469        5.029297        2.937012
           9        3.266602        5.029297        2.934570
           9        3.383789        5.029297        2.937012
           9        3.466797        5.029297        2.937012
          10        3.034668        5.029297        6.936035
          10        2.641602        5.029297        6.938477
          10        2.365723        5.029297        6.936035
          11        2.661133        5.029297        2.937012
          11        2.954102        5.029297        2.937012
          11        3.161621        5.031738        2.937012
          12        3.310547        5.029297        2.937012
          12        3.413086        5.029297        2.934570
          12        3.486328        5.031738        2.937012
          13        3.540039        5.029297        2.937012
          13        3.574219        5.031738        2.937012
          13        3.601074        5.029297        2.937012
          14        3.623047        5.031738        2.937012
          14        3.635254        5.029297        2.937012
          14        3.642578        5.029297        2.937012
          15        3.159180        5.031738        6.936035
          15        2.734375        5.029297        6.936035
          15        2.429199        5.029297        6.936035
          16        2.707520        5.029297        2.934570
          16        2.985840        5.029297        2.934570
          16        3.183594        5.029297        2.937012
          17        2.834473        5.029297        6.936035
          17        2.500000        5.029297        6.933594
          17        2.265625        5.029297        6.933594
          18        2.590332        5.029297        2.934570
          18        2.902832        5.031738        2.937012
          18        3.127441        5.029297        2.937012
          19        2.790527        5.029297        6.938477
          19        2.470703        5.026855        6.933594
          19        2.246094        5.031738        6.933594
          20        2.082520        5.029297        6.936035
          20        1.970215        5.031738        6.936035
          20        1.889648        5.031738        6.940918
          21        1.831055        5.031738        6.936035
          21        1.789551        5.029297        6.936035
          21        1.770020        5.029297        6.936035
          22        2.236328        5.029297        2.937012
          22        2.651367        5.029297        2.937012
          22        2.946777        5.031738        2.937012
          23        2.666016        5.029297        6.936035
          23        2.382813        5.029297        6.936035
          23        2.180176        5.029297        6.936035
          24        2.038574        5.029297        6.936035
          24        1.938477        5.029297        6.936035
          24        1.867676        5.031738        6.936035
          25        2.307129        5.029297        2.937012
          25        2.702637        5.034180        2.937012
          25        2.983398        5.031738        2.937012
          26        3.181152        5.031738        2.934570
          26        3.322754        5.029297        2.937012
          26        3.425293        5.029297        2.937012
          27        3.493652        5.031738        2.937012
          27        3.544922        5.029297        2.937012
          27        3.581543        5.031738        2.937012
          28        3.115234        5.029297        6.936035
          28        2.700195        5.029297        6.936035
          28        2.407227        5.029297        6.940918
          29        2.199707        5.029297        6.936035
          29        2.050781        5.031738        6.936035
          29        1.945801        5.029297        6.936035
          30        1.872559        5.031738        6.936035
          30        1.818848        5.029297        6.936035
          30        1.784668        5.029297        6.936035
          31        1.772461        5.031738        6.940918
          31        1.770020        5.029297        6.938477
          31        1.770020        5.031738        6.936035
          32        1.770020        5.029297        6.936035
          32        1.772461        5.029297        6.936035
          32        1.772461        5.029297        6.936035
          33        2.231445        5.029297        2.937012
          33        2.651367        5.029297        2.937012
          33        2.946777        5.029297        2.937012
          34        3.156738        5.031738        2.934570
          34        3.305664        5.031738        2.937012
          34        3.413086        5.026855        2.937012
          35        2.993164        5.026855        6.936035
          35        2.614746        5.029297        6.936035
          35        2.346191        5.031738        6.936035
          36        2.155762        5.029297        6.936035
          36        2.021484        5.026855        6.933594
          36        1.926270        5.031738        6.936035
          37        2.351074        5.031738        2.937012
          37        2.734375        5.029297        2.937012
          37        3.005371        5.029297        2.937012
          38        2.707520        5.029297        6.936035
          38        2.412109        5.029297        6.936035
          38        2.202148        5.031738        6.936035
          39        2.546387        5.029297        2.934570
          39        2.873535        5.029297        2.937012
          39        3.105469        5.031738        2.937012
          40        3.269043        5.029297        2.937012
          40        3.386230        5.029297        2.937012
          40        3.466797        5.029297        2.937012
          41        3.034668        5.029297        6.936035
          41        2.646484        5.029297        6.936035
          41        2.370605        5.034180        6.933594
          42        2.663574        5.029297        2.934570
          42        2.958984        5.031738        2.937012
          42        3.164063        5.029297        2.937012
          43        3.310547        5.029297        2.937012
          43        3.415527        5.031738        2.937012
          43        3.488770        5.029297        2.937012
          44        3.542480        5.031738        2.934570
          44        3.579102        5.029297        2.937012
          44        3.605957        5.029297        2.937012
          45        3.623047        5.029297        2.937012
          45        3.637695        5.026855        2.937012
          45        3.647461        5.031738        2.937012
          46        3.161621        5.031738        6.936035
          46        2.734375        5.029297        6.936035
          46        2.434082        5.029297        6.933594
          47        2.709961        5.031738        2.937012
          47        2.990723        5.031738        2.934570
          47        3.188477        5.031738        2.937012
          48        2.834473        5.029297        6.933594
          48        2.502441        5.031738        6.936035
          48        2.268066        5.031738        6.936035
          49        2.592773        5.029297        2.937012
          49        2.907715        5.029297        2.937012
          49        3.129883        5.031738        2.934570
          50        2.797852        5.029297        6.936035
          50        2.473145        5.031738        6.936035
          50        2.248535        5.029297        6.936035
          51        2.087402        5.029297        6.938477
          51        1.972656        5.029297        6.936035
          51        1.892090        5.029297        6.936035
          52        1.835938        5.029297        6.933594
          52        1.791992        5.029297        6.936035
          52        1.772461        5.029297        6.938477
          53        2.238770        5.031738        2.937012
          53        2.656250        5.029297        2.934570
          53        2.949219        5.029297        2.937012
          54        2.668457        5.029297        6.936035
          54        2.385254        5.031738        6.933594
          54        2.182617        5.029297        6.936035
          55        2.041016        5.029297        6.936035
          55        1.938477        5.031738        6.933594
          55        1.867676        5.029297        6.936035
          56        2.309570        5.029297        2.937012
          56        2.705078        5.031738        2.937012
          56        2.985840        5.029297        2.937012
          57        3.183594        5.029297        2.937012
          57        3.325195        5.031738        2.937012
          57        3.425293        5.031738        2.934570
          58        3.498535        5.029297        2.937012
          58        3.547363        5.029297        2.934570
          58        3.581543        5.029297        2.937012
          59        3.115234        5.029297        6.933594
          59        2.702637        5.031738        6.936035
          59        2.409668        5.029297        6.938477
          60        2.202148        5.029297        6.936035
          60        2.055664        5.029297        6.936035
          60        1.948242        5.029297        6.936035
          61        1.875000        5.029297        6.933594
          61        1.821289        5.029297        6.933594
          61        1.784668        5.029297        6.936035
          62        1.772461        5.031738        6.936035
          62        1.772461        5.029297        6.936035
          62        1.772461        5.029297        6.936035
          63        1.772461        5.026855        6.936035
          63        1.772461        5.029297        6.936035
          63        1.772461        5.029297        6.938477
          64        2.233887        5.034180        2.939453
          64        2.651367        5.029297        2.934570
          64        2.946777        5.029297        2.937012
          65        3.156738        5.029297        2.934570
          65        3.308105        5.026855        2.937012
          65        3.413086        5.029297        2.937012
